"index","corpus","source_relpath","source_ai","reference_png","source_size_bytes","source_sha256_before","source_sha256_after","override_scale_percent","override_reason","status","applied_scale_percent","output_ai","output_png","output_ai_sha256","output_png_sha256","audit_json","attempts","last_error","preflight_status","preflight_visible_width","preflight_visible_height","preflight_s_raw","preflight_scale_percent","preflight_page_items","preflight_root_items","preflight_top_layers","preflight_total_layers","preflight_nested_layers","preflight_empty_layers","preflight_duplicate_sibling_names","preflight_max_layer_depth","preflight_error","verify_attempts"
"72","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et2_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et2_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et2_2.png","209305","5bf3ece0fea6cbab44225a8cd9264881ce91c67e9eff78d4d2ad07dda7a64995","5bf3ece0fea6cbab44225a8cd9264881ce91c67e9eff78d4d2ad07dda7a64995","","","OK","170","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s3_et2_2.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s3_et2_2.png","d7560f1e8884ae653a235fcaa2f5713e6ef4b91cde4f96c2dc89e95ab0c5abe3","c8d943e8834138b29c052ba238b48b9462f7f3ac4fd68f60bdb48156d1aeccfe","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\072_POZD_WEB_K2-1_s3_et2_2_attempt1.json","1","","OK","573.598449","485.03248","1.671709474","170","2722","1320","10","10","0","0","0","0","","2"
"73","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et2_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et2_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et2_4.png","237227","89c5192e3123c1df1720b577c40e59eaca791106ab2f2b9df60a2604ae7b5412","89c5192e3123c1df1720b577c40e59eaca791106ab2f2b9df60a2604ae7b5412","","","OK","120","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х120_POZD_WEB_K2-1_s3_et2_4.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х120_POZD_WEB_K2-1_s3_et2_4.png","c3ed3840617db643dfc9b45d7e6677a2389e3e77b3bcd7cae1af5d4aad5ddd33","a9dbd1069829d4a616a4bac60ec6a03e7740fbbd008ed971e6c1ac237fcce308","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\073_POZD_WEB_K2-1_s3_et2_4_attempt1.json","1","","OK","454.418307","885.409449","1.208480439","120","3489","1696","10","10","0","0","0","0","","2"
"74","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et3,5_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et3,5_1.png","230206","203fa35e03621c36357805abbd521896083d77cb6db7c1c13232b99bd8b643c0","203fa35e03621c36357805abbd521896083d77cb6db7c1c13232b99bd8b643c0","","","OK","120","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х120_POZD_WEB_K2-1_s3_et3,5_1.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х120_POZD_WEB_K2-1_s3_et3,5_1.png","250c74c5ba594987f44c1a6ca9be476fc47bd6ac5a5c0f6a7e065bbbe918a1e1","07e7f22e2ee95b7113984b755060aea9283f99d88054ab2e77fe654f309291b8","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\074_POZD_WEB_K2-1_s3_et3,5_1_attempt1.json","1","","OK","573.598408","885.409449","1.208480439","120","3422","1665","10","10","0","0","0","0","","2"
"75","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et3,5_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et3,5_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et3,5_2.png","208791","e5853fe7eb37b864880ba1e4d2e1b20f919c5cfa76a87459bf76a155bf1db65a","e5853fe7eb37b864880ba1e4d2e1b20f919c5cfa76a87459bf76a155bf1db65a","","","OK","170","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s3_et3,5_2.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s3_et3,5_2.png","649e2e879180b747be71a0a57071545433f38c704b9c2f2e2da0a96822598fc8","97415096b5374b1f9dfcfafa84c1902d990845654205c12b3a77d4fa4c2998fb","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\075_POZD_WEB_K2-1_s3_et3,5_2_attempt1.json","1","","OK","573.598418","485.03248","1.671709519","170","2713","1318","10","10","0","0","0","0","","2"
"76","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et3,5_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et3,5_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et3,5_3.png","199773","ae0d5758d6a772ae98998db896601405d68f6f77c48838e1e02f9065adfdfcde","ae0d5758d6a772ae98998db896601405d68f6f77c48838e1e02f9065adfdfcde","","","OK","170","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s3_et3,5_3.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s3_et3,5_3.png","58405ec1ee9e41998aba51f947fd09ec938d6da650d97b8c447278e585c7f5e6","0d2c16757e4224cca7700749db63ec16f959ff3c264fe0665fb80107221d2f94","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\076_POZD_WEB_K2-1_s3_et3,5_3_attempt1.json","1","","OK","573.598425","485.03248","1.671709509","170","2636","1280","10","10","0","0","0","0","","2"
"77","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et3,5_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et3,5_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et3,5_4.png","236943","8f9517703e1ad9c1378b504196a15d4679da154aa21020220db3796e3928014c","8f9517703e1ad9c1378b504196a15d4679da154aa21020220db3796e3928014c","","","OK","120","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х120_POZD_WEB_K2-1_s3_et3,5_4.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х120_POZD_WEB_K2-1_s3_et3,5_4.png","1193cacfc893a9f2be36eabeee281c4f7ec14a16afee333a965f952ba7207a7c","2b17bcc7f4f92fc5a7bf7d24108ff38590736bf9d242c9dcc19ce823bd3da379","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\077_POZD_WEB_K2-1_s3_et3,5_4_attempt1.json","1","","OK","454.418308","885.409449","1.208480439","120","3489","1696","10","10","0","0","0","0","","2"
"78","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et4_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et4_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et4_2.png","211934","00430979e0af3ace04e3f88b6f32b6aef659932dff9cd86c5e940fbc2f8c4e64","00430979e0af3ace04e3f88b6f32b6aef659932dff9cd86c5e940fbc2f8c4e64","","","OK","170","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s3_et4_2.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s3_et4_2.png","c74c256241415f24270f93c295c9ea3cefd72af2905f7c436eda004c9c317af2","6ae321ee8597cbf850bec6514e683939721d11a57cc58a40172252d53fe13ecd","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\078_POZD_WEB_K2-1_s3_et4_2_attempt1.json","1","","OK","573.598427","512.970473","1.625548903","170","2708","1315","13","13","0","0","0","0","","2"
"79","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et4_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et4_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et4_3.png","205322","48ac3a973784655d0508771dba624646a7e157a371b9d6a76dc3dfddb991762c","48ac3a973784655d0508771dba624646a7e157a371b9d6a76dc3dfddb991762c","","","OK","170","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s3_et4_3.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s3_et4_3.png","a3b028625eece1b2c130ce2320cb9412bccc4f623aa5c4cd06ba6411495b9d15","8e623d2253f348ef81534a2ce020e97537939fd100985d0b3b1b761d5bad986b","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\079_POZD_WEB_K2-1_s3_et4_3_attempt1.json","1","","OK","573.598452","512.970473","1.625548867","170","2655","1291","13","13","0","0","0","0","","2"
"80","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et4_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et4_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et4_4.png","235287","2064ef5be9b6d58819a8412c1c74b2e8c9ec941ae2b9c4d7a3c43d635b371227","2064ef5be9b6d58819a8412c1c74b2e8c9ec941ae2b9c4d7a3c43d635b371227","","","OK","120","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х120_POZD_WEB_K2-1_s3_et4_4.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х120_POZD_WEB_K2-1_s3_et4_4.png","03eb7090907e894eadfe18412c73b342545ec18a6ccd5200252cf36cdddd61b2","b118285c09396abe08de18a1a172c681d30c20db5425cede211c7c2b8e5e503a","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\080_POZD_WEB_K2-1_s3_et4_4_attempt1.json","1","","OK","454.418307","913.347441","1.171514751","120","3449","1675","13","13","0","0","0","0","","2"
"81","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et6_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et6_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et6_1.png","235419","a16d041c68efa13f9a7dd56f18cee39e4e747d507f39247a4b030d9120ccb328","a16d041c68efa13f9a7dd56f18cee39e4e747d507f39247a4b030d9120ccb328","","","OK","120","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х120_POZD_WEB_K2-1_s3_et6_1.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х120_POZD_WEB_K2-1_s3_et6_1.png","b4024ca1e22e3dbbe7f711c6310b705cfeec29c5cf6f9ebadecc3e22713d6503","32014c1986087b97109ffc6a3a509c1c33dc1420bfe37c5f0e0d6906f6343373","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\081_POZD_WEB_K2-1_s3_et6_1_attempt1.json","1","","OK","573.598437","913.347441","1.171514751","120","3518","1709","13","13","0","0","0","0","","2"
"82","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et6_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et6_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et6_2.png","206641","3213b8be1ecfae10ce109ac0880fdef3e08b2891f20a587ef507230c7491b0aa","3213b8be1ecfae10ce109ac0880fdef3e08b2891f20a587ef507230c7491b0aa","","","OK","170","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s3_et6_2.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s3_et6_2.png","032f3cc6d465d6dfb746f6be3674ac83f2d639c1fd0f1115ca48bffc1787613a","496042def212ca515a3d6a7d5503cfcd17da1c74c6710c0424905299be4dbc64","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\082_POZD_WEB_K2-1_s3_et6_2_attempt1.json","1","","OK","573.598433","514.444545","1.623218327","170","2644","1283","14","14","0","0","0","0","","2"
"83","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et6_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et6_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et6_4.png","235908","228114d25696a7ea8a376b4f0f2703611a41798ca76d6086a9f8134f53d7e5a8","228114d25696a7ea8a376b4f0f2703611a41798ca76d6086a9f8134f53d7e5a8","","","OK","120","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х120_POZD_WEB_K2-1_s3_et6_4.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х120_POZD_WEB_K2-1_s3_et6_4.png","0bcb3291a92a4f6726f475c4e115cc15809696afb949ffb8712e77834f50f804","7631016ee9589c5a5d155e94d1be2bc09983ed47f43e813a24d7012762eb8fcd","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\083_POZD_WEB_K2-1_s3_et6_4_attempt1.json","1","","OK","454.418307","914.821514","1.169627062","120","3514","1706","14","14","0","0","0","0","","2"
"84","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s3_et6_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et6_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s3_et6_5.png","171652","19d1440ed051d9010417f047b32ed4b2fe7f2706f71e831a5833b420934c1c0b","19d1440ed051d9010417f047b32ed4b2fe7f2706f71e831a5833b420934c1c0b","","","OK","200","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s3_et6_5.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s3_et6_5.png","99113ab7f2ff76359063f495f84a31e2b3bff3b2279d2b241703401aa45c2c3c","0a59fe6145668b53986e16259136b89db6ab9c9bd3d483ed2370f3654a8992f9","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\084_POZD_WEB_K2-1_s3_et6_5_attempt1.json","1","","OK","392.181113","463.080709","2.069085879","200","1792","861","13","13","0","0","0","0","","2"
"85","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et1_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_1.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_1.png","188544","149d7c71c19dbef315eded24fb01dff96a1dba5627b989c9c0c14a78908fbdf7","149d7c71c19dbef315eded24fb01dff96a1dba5627b989c9c0c14a78908fbdf7","","","OK","170","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s4_et1_1.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s4_et1_1.png","a4e122d1965c17e78512c2a4b3db23ea0f348d5657c74008d2f243d0a21c8e47","0da69ab3cae00cae3382ffdc23ef8f1ca01354961b8b83fdab3af826ffba94d5","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\085_POZD_WEB_K2-1_s4_et1_1_attempt1.json","1","","OK","485.724422","495.929134","1.796575272","170","2131","1029","10","10","0","0","0","0","","2"
"86","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et1_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_2.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_2.png","169741","aec24211747eab2bebb5d433435553cb0967d27f42cef342c4b1a894a5ea958a","aec24211747eab2bebb5d433435553cb0967d27f42cef342c4b1a894a5ea958a","","","OK","200","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s4_et1_2.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s4_et1_2.png","d0f945e59b061cd558420cdf932ba4222421fbdd031ed54c5e68189624bf49d5","2991e13341de4469b9a2c21cce2b83d64a6464b3398593f0038ad6c6508e1785","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\086_POZD_WEB_K2-1_s4_et1_2_attempt1.json","1","","OK","392.181112","456.119095","2.084816018","200","1778","858","10","10","0","0","0","0","","2"
"87","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et1_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_3.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_3.png","147055","d195b43c57ec906aa7b6f0858d83e9b541855a05b6acfc7b11196d07f53ff44c","d195b43c57ec906aa7b6f0858d83e9b541855a05b6acfc7b11196d07f53ff44c","","","OK","200","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s4_et1_3.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х200_POZD_WEB_K2-1_s4_et1_3.png","be73ee8adcf6e9439e0573d48e78e6b3d46e7657122e0ddb4ab573bc7003a3d0","65d2a90780a854581b8a0f9d445fedad2647ce55663e36780214c008f810511c","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\087_POZD_WEB_K2-1_s4_et1_3_attempt1.json","1","","OK","298.637802","450.449803","2.375403414","200","1385","676","10","10","0","0","0","0","","2"
"88","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et1_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_4.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_4.png","305066","54e55df6664d080ca2ae26702b6750c01867087dd6bc2c0f1c6cc6a4545a35d4","54e55df6664d080ca2ae26702b6750c01867087dd6bc2c0f1c6cc6a4545a35d4","","","OK","150","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х150_POZD_WEB_K2-1_s4_et1_4.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х150_POZD_WEB_K2-1_s4_et1_4.png","cfa11b5c0511f2e01528565b049332b7b1ee4224fda4043ae6147387ba288ef3","de1cf8b47a62180489aaf7346c46429b6092daffac405dbabf1a1dd24d49ef6a","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\088_POZD_WEB_K2-1_s4_et1_4_attempt1.json","1","","OK","598.944472","601.944894","1.468515555","150","4501","2207","16","16","0","0","0","0","","2"
"89","Корпус 2.1","Корпус 2.1/POZD_WEB_K2-1_s4_et1_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_5.ai","D:\AI\AITRASH\LIBRARY\02_CATALOG\02_PRESALE_Поздняково\01_ARTIFACTS\МКД2\Корпус 2.1\POZD_WEB_K2-1_s4_et1_5.png","279355","e09cb8f7fc4e26e51a028b04dae1170436f80eb74014a9d8e0726cf38ba4d2d7","e09cb8f7fc4e26e51a028b04dae1170436f80eb74014a9d8e0726cf38ba4d2d7","","","OK","170","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s4_et1_5.ai","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_full_wip\20260727_full_mkd2\Корпус 2.1\х170_POZD_WEB_K2-1_s4_et1_5.png","ce0822870f1206f3924cfa342e7a09ac4da5fc7773dab3023b67d0ef0f062064","cd0375715b84933a7c6406958069773d38e066c58bfb1c9ce25b9a72ee799231","D:\AI\AITRASH\workspaces\project - Изменение масштаба для планировок квартир\09_outputs\_diagnostics\full_20260727_full_mkd2\details\089_POZD_WEB_K2-1_s4_et1_5_attempt1.json","1","","OK","545.653138","545.251942","1.616565328","170","3755","1847","17","17","0","0","0","0","","2"
